event_count,avg_time_delta,max_time_delta,min_time_delta,std_time_delta,unique_processes,total_processes,process_entropy,unique_commands,total_commands,avg_command_length,max_command_length,min_command_length,cmd_entropy,suspicious_patterns,contains_sudo,contains_pipe,contains_redirect,command_complexity_score,suspicion_intensity,entropy_variance,process_concentration,command_concentration,attack_vector_score,label
36,61.4,120.0,0.0,36.44816279908456,4,36,1.9182958334774112,11,36,30.666666666666668,63,2,3.2029043356016427,15,0.0,1.0,1.0,1.534724994142454,0.40540540540540543,1.2846085021242315,0.2,0.08333333333333333,0.7338288288288289,0
4,171.66666666666666,261.0,69.0,78.94864716313312,3,4,1.4999999995671913,4,4,5.5,9,2,1.9999999994229218,0,0.0,0.0,0.0,1.099999999682607,0.0,0.4999999998557305,0.25,0.2,0.15500000000000003,1
6,87.4,120.0,70.0,17.613631085043195,3,6,1.459147916594436,2,6,56.666666666666664,63,44,0.9182958337659504,6,0.0,1.0,1.0,0.8130744361469352,0.8571428571428571,0.5408520828284857,0.25,0.3333333333333333,0.8845238095238095,0
19,163.77777777777777,292.0,32.0,94.13970443238752,12,19,3.471354485282695,19,19,10.263157894736842,16,2,4.247927510702465,2,0.0,0.0,0.0,2.5645382804550483,0.1,0.7765730254197698,0.07692307692307693,0.05,0.22730769230769232,1
6,218.8,300.0,146.0,64.73762429993859,5,6,2.251629166666475,6,6,8.166666666666666,13,2,2.584962499855539,1,0.0,0.0,0.0,1.5078947915823977,0.14285714285714285,0.333333333189064,0.16666666666666666,0.14285714285714285,0.22619047619047622,1
25,142.0,296.0,1.0,93.51693251313725,12,25,3.4332696877838744,25,25,8.8,14,2,4.643856186167987,0,0.0,0.0,0.0,2.7243956292185527,0.0,1.2105864983841128,0.07692307692307693,0.038461538461538464,0.18846153846153846,1
38,53.54054054054054,115.0,0.0,36.995686084961385,4,38,1.9488723207082028,11,38,29.210526315789473,63,2,3.2969021042929993,17,0.0,1.0,1.0,1.5047538387192554,0.4358974358974359,1.3480297835847965,0.2,0.08333333333333333,0.7460256410256411,0
26,64.28,118.0,8.0,37.499354661113834,4,26,1.8972601318593718,9,26,49.57692307692308,78,2,2.727970004721733,13,0.0,1.0,0.0,1.711953912408137,0.48148148148148145,0.830709872862361,0.2,0.1,0.5625925925925926,0
32,61.225806451612904,118.0,5.0,31.89368395094143,4,32,1.899214630216736,10,32,18.9375,49,2,3.024397468905004,4,0.0,0.0,0.0,1.1454905413477703,0.12121212121212122,1.125182838688268,0.2,0.09090909090909091,0.21939393939393942,0
20,131.52631578947367,290.0,5.0,90.62959225159157,14,20,3.684183717759416,19,20,8.3,14,2,4.221928092146242,2,0.0,0.0,0.0,2.3361335443209206,0.09523809523809523,0.537744374386826,0.06666666666666667,0.05,0.22642857142857145,1
23,163.0,297.0,38.0,72.77049851791216,15,23,3.7294461927412135,23,23,8.695652173913043,13,4,4.523561952738814,1,0.0,0.0,0.0,2.809665809154543,0.041666666666666664,0.7941157599976005,0.0625,0.041666666666666664,0.20625,1
22,177.38095238095238,298.0,11.0,92.04474904992897,15,22,3.788754911829461,22,22,8.227272727272727,18,2,4.459431615463368,1,0.0,0.0,0.0,1.9309979004757645,0.043478260869565216,0.670676703633907,0.0625,0.043478260869565216,0.20679347826086958,1
28,56.18518518518518,120.0,4.0,36.178607385762014,4,28,1.9437545833596674,7,28,37.57142857142857,63,3,2.5566567064529364,14,0.0,1.0,1.0,1.500894450440005,0.4827586206896552,0.612902123093269,0.2,0.125,0.7606034482758622,0
17,122.9375,261.0,27.0,74.11517114430757,13,17,3.572469456894632,17,17,9.705882352941176,19,3,4.087462838797758,0,0.0,0.0,0.0,1.9836216717694999,0.0,0.514993381903126,0.07142857142857142,0.05555555555555555,0.1873015873015873,1
29,56.142857142857146,120.0,1.0,39.13503571492127,4,29,1.848566209933808,10,29,16.551724137931036,36,2,3.1087032021952026,6,0.0,0.0,1.0,1.3906594007956172,0.2,1.2601369922613945,0.2,0.09090909090909091,0.4509090909090909,0
18,146.52941176470588,258.0,25.0,85.75897665040416,12,18,3.503258333044412,18,18,7.111111111111111,13,2,4.169924998845461,0,0.0,0.0,0.0,2.1180571422707106,0.0,0.6666666658010496,0.07692307692307693,0.05263157894736842,0.1870445344129555,1
22,112.61904761904762,299.0,1.0,90.83605126059136,16,22,3.9139770708744397,22,22,8.272727272727273,13,2,4.459431615463368,2,0.0,0.0,0.0,2.6351186818647174,0.08695652173913043,0.5454545445889281,0.058823529411764705,0.043478260869565216,0.22455242966751918,1
37,52.5,118.0,1.0,34.504830579693234,4,37,1.9183964835577831,14,37,6.378378378378378,15,2,3.566996608658718,7,0.0,0.0,0.0,1.4219783777761106,0.18421052631578946,1.648600125100935,0.2,0.06666666666666667,0.24701754385964914,0
31,67.8,120.0,5.0,29.75275897570958,4,31,1.8495291542210288,10,31,20.451612903225808,53,2,3.235350743939526,2,0.0,1.0,0.0,1.2253359448373116,0.0625,1.3858215897184971,0.2,0.09090909090909091,0.395909090909091,0
16,41.06666666666667,95.0,3.0,24.444404040370646,4,16,1.9772170008854044,8,16,23.125,49,2,2.8278195299606272,3,0.0,0.0,0.0,1.3078665326067902,0.17647058823529413,0.8506025290752228,0.2,0.1111111111111111,0.2394771241830066,0
11,127.6,219.0,17.0,57.48773782294795,9,11,3.095795253702508,11,11,8.272727272727273,13,4,3.459431617050333,0,0.0,0.0,0.0,2.0442095918933787,0.0,0.3636363633478248,0.1,0.08333333333333333,0.1816666666666667,1
36,56.142857142857146,118.0,2.0,34.801595084251,4,36,1.9411872988542813,8,36,25.61111111111111,49,3,2.7615021001704436,10,0.0,0.0,0.0,1.4145027424206384,0.2702702702702703,0.8203148013161623,0.2,0.1111111111111111,0.27699699699699704,0
4,197.33333333333334,295.0,82.0,87.84961898355368,4,4,1.9999999994229218,4,4,6.5,8,5,1.9999999994229218,1,0.0,0.0,0.0,1.4444444440276658,0.2,0.0,0.2,0.2,0.24000000000000005,1
13,53.916666666666664,107.0,3.0,30.660665173620888,4,13,1.854285871410168,7,13,38.15384615384615,63,3,2.6235166402081287,8,0.0,1.0,1.0,1.564019535508692,0.5714285714285714,0.7692307687979607,0.2,0.125,0.7960714285714287,0
38,64.72972972972973,120.0,4.0,34.70388143152637,4,38,1.918507087273168,10,38,24.526315789473685,36,2,2.8850209345845523,13,0.0,0.0,1.0,1.9124036351584657,0.3333333333333333,0.9665138473113843,0.2,0.09090909090909091,0.5042424242424243,0
30,51.93103448275862,114.0,1.0,30.95818206647283,4,30,1.8593598628574215,9,30,24.8,53,3,3.0192509115404036,5,0.0,1.0,0.0,1.386618937151889,0.16129032258064516,1.159891048682982,0.2,0.1,0.4345161290322581,0
20,67.57894736842105,119.0,1.0,38.32453630642507,4,20,1.8709505938775903,7,20,8.5,21,4,2.5464393436611292,18,1.0,0.0,0.0,0.9838515645963454,0.8571428571428571,0.6754887497835389,0.2,0.125,0.710357142857143,0
3,55.5,80.0,31.0,24.5,3,3,1.5849625002883474,3,3,7.0,9,4,1.5849625002883474,1,0.0,0.0,0.0,1.109473750201843,0.25,0.0,0.25,0.25,0.25,1
14,68.46153846153847,114.0,19.0,30.322916910165954,4,14,1.863120567989553,7,14,27.928571428571427,49,2,2.4956029227191263,1,0.0,0.0,0.0,1.3939724896902546,0.06666666666666667,0.6324823547295733,0.2,0.125,0.1941666666666667,0
18,133.47058823529412,297.0,5.0,92.86556865076771,14,18,3.7254805549780947,17,18,8.0,19,2,4.05881388787862,2,0.0,0.0,0.0,1.6235255551514483,0.10526315789473684,0.33333333290052547,0.06666666666666667,0.05555555555555555,0.22988304093567252,1
12,179.8181818181818,288.0,4.0,81.12484002709336,8,12,2.9182958329003332,12,12,9.333333333333334,14,5,3.5849624989899223,0,0.0,0.0,0.0,2.2306433327048407,0.0,0.666666666089589,0.1111111111111111,0.07692307692307693,0.18119658119658122,1
21,154.75,265.0,25.0,80.07301355637865,14,21,3.689703730179774,21,21,7.142857142857143,14,3,4.3923174197491,1,0.0,0.0,0.0,2.0915797236900477,0.045454545454545456,0.7026136895693256,0.06666666666666667,0.045454545454545456,0.20696969696969697,1
12,51.90909090909091,107.0,4.0,37.62362542449418,4,12,1.8553885416304556,6,12,31.0,53,3,2.4591479161616276,2,0.0,1.0,0.0,1.4117330629816751,0.15384615384615385,0.603759374531172,0.2,0.14285714285714285,0.4272527472527473,0
12,134.1818181818182,271.0,6.0,78.40317500739157,9,12,3.0849624994227307,12,12,8.583333333333334,13,2,3.5849624989899223,0,0.0,0.0,0.0,2.197923436880726,0.0,0.49999999956719154,0.1,0.07692307692307693,0.18230769230769234,1
19,146.5,300.0,3.0,95.62382896886459,12,19,3.471354485282695,19,19,7.526315789473684,15,2,4.247927510702465,1,0.0,0.0,0.0,1.9982027435212253,0.05,0.7765730254197698,0.07692307692307693,0.05,0.2073076923076923,1
5,145.5,274.0,51.0,82.96535421487695,5,5,2.3219280941660148,5,5,11.0,13,6,2.3219280941660148,0,0.0,0.0,0.0,1.824372073987583,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666669,1
29,57.464285714285715,116.0,4.0,34.2912755906317,4,29,1.9329931415098993,9,29,35.89655172413793,63,2,2.9347245279388936,16,0.0,1.0,1.0,1.6460389189571056,0.5333333333333333,1.0017313864289943,0.2,0.1,0.7833333333333333,0
9,146.5,265.0,45.0,77.91501780786551,8,9,2.947702778065934,9,9,10.777777777777779,18,4,3.169925000143887,0,0.0,0.0,0.0,1.798144590724895,0.0,0.22222222207795284,0.1111111111111111,0.1,0.1788888888888889,1
31,61.63333333333333,120.0,4.0,30.449393352833084,4,31,1.951831864207728,9,31,35.54838709677419,53,2,2.461990471469696,9,0.0,1.0,0.0,1.6207368575624879,0.28125,0.5101586072619679,0.2,0.1,0.48250000000000004,0
9,63.375,116.0,1.0,44.894146333347294,4,9,1.9749375006248486,5,9,8.11111111111111,21,2,2.281036111832076,5,1.0,0.0,0.0,0.8409880614330381,0.5,0.30609861120722726,0.2,0.16666666666666666,0.5633333333333334,0
29,62.214285714285715,116.0,1.0,33.87303725769545,4,29,1.9497500832526535,8,29,32.44827586206897,63,2,2.8257155812303987,12,0.0,1.0,1.0,1.432649979492352,0.4,0.8759654979777451,0.2,0.1111111111111111,0.728888888888889,0
34,61.36363636363637,119.0,6.0,36.82457856889688,4,34,1.9927781068828607,9,34,23.558823529411764,36,2,2.764118179372768,10,0.0,0.0,1.0,1.7599830378995127,0.2857142857142857,0.7713400724899073,0.2,0.1,0.4842857142857143,0
23,129.86363636363637,296.0,13.0,75.10616453003855,15,23,3.8279097799799264,23,23,7.869565217391305,19,2,4.523561952738814,1,0.0,0.0,0.0,1.7799232900994029,0.041666666666666664,0.6956521727588876,0.0625,0.041666666666666664,0.20625,1
4,155.66666666666666,226.0,82.0,58.834985812487076,3,4,1.4999999995671913,4,4,6.0,13,2,1.9999999994229218,0,0.0,0.0,0.0,0.8571428568955379,0.0,0.4999999998557305,0.25,0.2,0.15500000000000003,1
36,59.8,118.0,2.0,37.31012884305969,4,36,1.9699150154197365,11,36,33.361111111111114,63,2,2.812479959838176,21,0.0,1.0,1.0,1.4660540068427297,0.5675675675675675,0.8425649444184393,0.2,0.08333333333333333,0.7986936936936938,0
21,64.2,117.0,0.0,40.27853026117016,4,21,1.9035239695116628,10,21,34.333333333333336,78,2,3.077572636839074,6,0.0,1.0,0.0,1.3375104708625511,0.2727272727272727,1.174048667327411,0.2,0.09090909090909091,0.48,0
6,162.2,281.0,36.0,91.6807504332289,6,6,2.584962499855539,6,6,10.833333333333334,18,6,2.584962499855539,1,0.0,0.0,0.0,1.4738821271106144,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.2285714285714286,1
20,180.89473684210526,299.0,11.0,79.69606391709767,14,20,3.7219280928675893,20,20,8.8,19,3,4.321928092001972,0,0.0,0.0,0.0,1.901648360480868,0.0,0.5999999991343827,0.06666666666666667,0.047619047619047616,0.18857142857142856,1
19,43.55555555555556,120.0,2.0,34.29321640438564,4,19,1.8990227505985766,10,19,6.526315789473684,15,2,3.1555650118870235,3,0.0,0.0,0.0,1.2871383601118123,0.15,1.256542261288447,0.2,0.09090909090909091,0.23090909090909092,0
20,60.68421052631579,104.0,7.0,33.034356328842584,4,20,1.9588718478682823,9,20,29.85,53,2,2.9464393433725897,4,0.0,1.0,0.0,1.628726192586515,0.19047619047619047,0.9875674955043074,0.2,0.1,0.44619047619047625,0
36,53.65714285714286,119.0,1.0,33.534581602657674,4,36,1.944870829276503,9,36,39.27777777777778,78,2,3.0192049455544265,13,0.0,1.0,0.0,1.5011096318614483,0.35135135135135137,1.0743341162779236,0.2,0.1,0.5105405405405405,0
6,178.2,294.0,86.0,81.68818764056405,6,6,2.584962499855539,6,6,8.833333333333334,14,2,2.584962499855539,1,0.0,0.0,0.0,1.522255694359373,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.2285714285714286,1
17,62.4375,104.0,3.0,29.78038102090032,4,17,1.9927781068828607,8,17,22.470588235294116,53,2,2.866587104674803,4,0.0,1.0,0.0,1.192849971662064,0.2222222222222222,0.8738089977919423,0.2,0.1111111111111111,0.45777777777777784,0
5,45.25,72.0,6.0,24.283482040267618,3,5,1.5219280944545537,5,5,27.2,49,2,2.3219280941660148,1,0.0,0.0,0.0,1.2631288832263121,0.16666666666666666,0.7999999997114611,0.25,0.16666666666666666,0.225,0
15,50.785714285714285,115.0,14.0,27.41787365785989,4,15,1.9329145634023197,7,15,24.2,36,2,2.549255396158613,5,0.0,0.0,1.0,1.6673508266767145,0.3125,0.6163408327562934,0.2,0.125,0.49250000000000005,0
23,145.04545454545453,295.0,9.0,92.32968461527975,14,23,3.551191172445923,23,23,7.521739130434782,14,2,4.523561952738814,2,0.0,0.0,0.0,2.2683368632574346,0.08333333333333333,0.9723707802928909,0.06666666666666667,0.041666666666666664,0.22250000000000003,1
7,60.833333333333336,100.0,30.0,23.27671702701125,4,7,1.8423709926000305,5,7,22.714285714285715,39,2,2.1280852781700466,0,0.0,0.0,0.0,1.2084484258179906,0.0,0.2857142855700161,0.2,0.16666666666666666,0.16333333333333336,0
13,155.75,291.0,30.0,80.82298043667201,10,13,3.1808329857627458,13,13,6.769230769230769,12,2,3.7004397162655884,0,0.0,0.0,0.0,1.9268561836175846,0.0,0.5196067305028427,0.09090909090909091,0.07142857142857142,0.18376623376623377,1
19,55.27777777777778,119.0,3.0,31.24954320653798,4,19,1.9937737537449056,7,19,33.578947368421055,53,2,2.5842622243054456,5,0.0,1.0,0.0,1.606977874373172,0.25,0.59048847056054,0.2,0.125,0.4675000000000001,0
20,145.10526315789474,300.0,1.0,82.04228353775048,15,20,3.7841837176151465,20,20,9.15,16,4,4.321928092001972,1,0.0,0.0,0.0,2.3262142377540025,0.047619047619047616,0.5377443743868255,0.0625,0.047619047619047616,0.20803571428571427,1
24,166.7826086956522,293.0,34.0,84.57410258452238,13,24,3.522055206998697,24,24,9.541666666666666,17,2,4.584962497258688,1,0.0,0.0,0.0,2.4304546571116656,0.04,1.0629072902599916,0.07142857142857142,0.04,0.20485714285714285,1
16,66.26666666666667,116.0,15.0,35.66411205804637,4,16,1.9772170008854044,8,16,28.625,53,2,2.7272170003083263,2,0.0,1.0,0.0,1.445677530256034,0.11764705882352941,0.7499999994229218,0.2,0.1111111111111111,0.4159477124183007,0
25,173.29166666666666,296.0,9.0,85.85281939005976,15,25,3.7532696873510663,25,25,8.2,16,2,4.643856186167987,3,0.0,0.0,0.0,2.239977689798676,0.11538461538461539,0.890586498816921,0.0625,0.038461538461538464,0.2360576923076923,1
18,108.76470588235294,257.0,14.0,70.62121778462961,14,18,3.683542360413458,18,18,7.611111111111111,13,2,4.169924998845461,2,0.0,0.0,0.0,2.2669830350866196,0.10526315789473684,0.4863826384320036,0.06666666666666667,0.05263157894736842,0.23017543859649126,1
23,67.31818181818181,109.0,0.0,34.703138924882126,4,23,1.7349112821139512,9,23,28.217391304347824,53,2,2.942495520993358,5,0.0,1.0,0.0,1.5375842134659334,0.20833333333333334,1.2075842388794067,0.2,0.1,0.45333333333333337,0
32,60.935483870967744,118.0,10.0,35.40360423047072,4,32,1.9715667050296533,10,32,23.5,36,2,2.9881081108196867,12,0.0,0.0,1.0,1.897852448763855,0.36363636363636365,1.0165414057900335,0.2,0.09090909090909091,0.5163636363636364,0
27,62.61538461538461,118.0,0.0,34.70876294038828,4,27,1.9892936325842756,12,27,8.666666666666666,30,2,3.3837930556672764,12,1.0,0.0,1.0,0.9460066607241847,0.42857142857142855,1.3944994230830008,0.2,0.07692307692307693,0.7437362637362638,0
36,53.2,118.0,5.0,33.2366407104311,4,36,1.944870829276503,13,36,6.277777777777778,15,2,3.4846184867041115,7,0.0,0.0,0.0,1.3672287812415438,0.1891891891891892,1.5397476574276086,0.2,0.07142857142857142,0.24853281853281856,0
25,146.95833333333334,290.0,4.0,70.62251716383065,13,25,3.543465187726144,25,25,9.64,16,3,4.643856186167987,2,0.0,0.0,0.0,2.6333396255682002,0.07692307692307693,1.1003909984418434,0.07142857142857142,0.038461538461538464,0.21978021978021978,1
12,73.63636363636364,111.0,7.0,28.8641732233537,3,12,1.5545851689049908,6,12,7.5,21,2,2.2212518351388493,10,1.0,0.0,0.0,0.7572449437973349,0.7692307692307693,0.6666666662338585,0.25,0.14285714285714285,0.6684065934065934,0
27,71.38461538461539,119.0,10.0,34.3377757031041,4,27,1.9110799549859894,8,27,34.81481481481482,53,2,2.5689782414295395,8,0.0,1.0,0.0,1.6562685507158896,0.2857142857142857,0.6578982864435501,0.2,0.1111111111111111,0.4831746031746032,0
35,56.470588235294116,107.0,0.0,34.093500583057185,4,35,1.9197280808677688,11,35,10.82857142857143,30,2,3.084031331773033,23,1.0,0.0,1.0,1.0772791472276309,0.6388888888888888,1.1643032509052642,0.2,0.08333333333333333,0.8272222222222222,0
17,138.1875,280.0,31.0,84.02024960537787,11,17,3.3371753395361123,17,17,7.764705882352941,14,2,4.087462838797758,0,0.0,0.0,0.0,2.1158631165541335,0.0,0.7502874992616455,0.08333333333333333,0.05555555555555555,0.18611111111111112,1
19,164.38888888888889,288.0,38.0,77.1356229052936,13,19,3.511085406304924,19,19,6.7894736842105265,13,2,4.247927510702465,2,0.0,0.0,0.0,2.060085146167737,0.1,0.736842104397541,0.07142857142857142,0.05,0.22785714285714287,1
9,55.25,103.0,12.0,36.95859169394851,4,9,1.8910611114955744,7,9,5.444444444444445,8,2,2.641604166858707,0,0.0,0.0,0.0,1.5980074589639093,0.0,0.7505430553631325,0.2,0.125,0.16750000000000004,0
19,153.5,276.0,3.0,83.21274608562747,15,19,3.8268748797005956,19,19,10.368421052631579,19,4,4.247927510702465,1,0.0,0.0,0.0,2.2022150516010144,0.05,0.4210526310018694,0.0625,0.05,0.20875,1
10,67.33333333333333,104.0,19.0,26.812103402920272,4,10,1.6854752966502564,6,10,40.5,63,3,2.5219280940217454,6,0.0,1.0,1.0,1.5959076219981359,0.5454545454545454,0.836452797371489,0.2,0.14285714285714285,0.783896103896104,0
22,54.23809523809524,116.0,0.0,33.80040118373458,4,22,1.9196905734726184,7,22,27.363636363636363,36,3,2.3334816206652755,13,0.0,0.0,1.0,1.7257443926787417,0.5652173913043478,0.41379104719265714,0.2,0.125,0.5935869565217392,0
38,52.189189189189186,117.0,0.0,35.25186430786921,4,38,1.9280875468660268,9,38,25.210526315789473,36,2,2.687009808622783,13,0.0,0.0,1.0,1.8308359862451111,0.3333333333333333,0.7589222617567564,0.2,0.1,0.5033333333333334,0
24,124.56521739130434,299.0,1.0,82.28150306534192,14,24,3.573934894264283,24,24,8.333333333333334,16,2,4.584962497258688,4,0.0,0.0,0.0,2.247530635911122,0.16,1.0110276029944054,0.06666666666666667,0.04,0.2533333333333333,1
20,140.73684210526315,255.0,4.0,82.32467309715852,12,20,3.4464393429397813,19,20,9.15,19,3,4.221928092146242,1,0.0,0.0,0.0,1.9315321021569056,0.047619047619047616,0.7754887492064606,0.07692307692307693,0.05,0.20635531135531138,1
22,148.0952380952381,286.0,15.0,87.1183676231612,16,22,3.879664002594282,22,22,11.136363636363637,19,2,4.459431615463368,3,0.0,0.0,0.0,2.4830926040648302,0.13043478260869565,0.5797676128690856,0.058823529411764705,0.043478260869565216,0.24194373401534527,1
